,Date,Time,Season,Type,Opponent,Rank,Ranked Match,Conf,Rest Days,SRS,Result,Points For,Points Against,W,L,Home Game,Win Streak,Lose Streak,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,OPP FG,OPP FGA,OPP FG%,OPP 3P,OPP 3PA,OPP 3P%,OPP FT,OPP FTA,OPP FT%,OPP ORB,OPP TRB,OPP AST,OPP STL,OPP BLK,OPP TOV,OPP PF,FG_rolling_5,FGA_rolling_5,FG%_rolling_5,3P_rolling_5,3PA_rolling_5,3P%_rolling_5,FT_rolling_5,FTA_rolling_5,FT%_rolling_5,ORB_rolling_5,TRB_rolling_5,AST_rolling_5,STL_rolling_5,BLK_rolling_5,TOV_rolling_5,PF_rolling_5,OPP FG_rolling_5,OPP FGA_rolling_5,OPP FG%_rolling_5,OPP 3P_rolling_5,OPP 3PA_rolling_5,OPP 3P%_rolling_5,OPP FT_rolling_5,OPP FTA_rolling_5,OPP FT%_rolling_5,OPP ORB_rolling_5,OPP TRB_rolling_5,OPP AST_rolling_5,OPP STL_rolling_5,OPP BLK_rolling_5,OPP TOV_rolling_5,OPP PF_rolling_5
45,2021-01-19,8:30p,2020-2021,REG,Penn State,,False,Big Ten,3,13.53,W,79,65,10,5,True,1,0,26,57,0.456,7,23,0.304,20,28,0.714,7,33,18,7,8,14,21,21,62,0.339,7,18,0.389,16,21,0.762,12,36,8,10,0,15,26,26.4,57.0,0.46420000000000006,7.8,22.2,0.348,13.4,20.6,0.6504,7.8,33.8,16.8,6.0,4.2,11.6,74.0,22.4,56.4,0.39920000000000005,7.8,19.0,0.4102,13.8,18.2,0.7459999999999999,7.2,29.8,10.4,6.2,2.4,12.6,19.0
46,2021-01-29,9:00p,2020-2021,REG,Iowa,7.0,True,Big Ten,10,21.4,W,80,75,11,5,True,2,0,29,58,0.5,8,19,0.421,14,17,0.824,8,36,15,6,1,12,14,31,72,0.431,10,25,0.4,3,6,0.5,11,30,17,4,4,8,15,27.2,58.2,0.46799999999999997,8.0,22.0,0.36219999999999997,14.4,19.6,0.7334,8.4,33.8,16.4,6.0,3.2,11.8,76.8,24.2,59.6,0.40680000000000005,8.4,20.8,0.40259999999999996,13.0,17.0,0.7294,8.4,29.4,11.6,6.4,2.4,11.4,18.0
47,2021-02-02,9:00p,2020-2021,REG,Indiana,,False,Big Ten,4,12.79,W,75,71,12,5,False,3,0,22,57,0.386,7,19,0.368,24,32,0.75,11,35,10,7,3,10,26,22,54,0.407,4,8,0.5,23,34,0.676,9,34,12,6,4,13,28,26.2,58.6,0.44699999999999995,7.2,20.4,0.35439999999999994,16.0,21.8,0.7310000000000001,8.8,33.2,14.6,6.6,3.0,10.8,75.6,25.0,59.4,0.42279999999999995,8.0,18.4,0.4426,14.8,20.2,0.709,9.0,31.2,11.4,5.6,3.2,11.4,20.4
48,2021-02-06,2:30p,2020-2021,REG,Wisconsin,19.0,True,Big Ten,4,17.22,W,75,60,13,5,True,4,0,28,53,0.528,5,16,0.313,14,21,0.667,10,44,16,8,1,18,10,25,60,0.417,4,24,0.167,6,11,0.545,2,19,6,10,4,11,16,26.8,57.0,0.47059999999999996,7.2,20.6,0.35039999999999993,17.2,23.6,0.731,9.2,35.2,14.8,6.8,2.8,12.8,78.0,25.6,60.4,0.4262,7.2,19.2,0.396,13.2,19.0,0.6532,8.0,29.2,11.0,7.2,2.6,11.6,21.0
49,2021-02-12,9:00p,2020-2021,REG,Nebraska,,False,Big Ten,6,6.08,W,77,72,14,5,False,5,0,28,58,0.483,7,21,0.333,14,22,0.636,8,35,15,6,8,12,19,24,65,0.369,7,20,0.35,17,25,0.68,12,36,12,7,5,11,20,26.6,56.6,0.4706,6.8,19.6,0.3478,17.2,24.0,0.7182000000000001,8.8,36.6,14.8,6.8,4.2,13.2,77.2,24.6,62.6,0.3926,6.4,19.0,0.3612,13.0,19.4,0.6325999999999999,9.2,31.0,11.0,7.4,3.4,11.6,21.0
50,2021-02-16,9:00p,2020-2021,REG,Northwestern,,False,Big Ten,4,9.71,W,73,66,15,5,True,6,0,27,52,0.519,8,21,0.381,11,22,0.5,8,32,16,5,2,15,16,27,64,0.422,6,25,0.24,6,8,0.75,6,30,4,6,1,12,22,26.8,55.6,0.4832000000000001,7.0,19.2,0.3632,15.4,22.8,0.6754,9.0,36.4,14.4,6.4,3.0,13.4,76.0,25.8,63.0,0.40919999999999995,6.2,20.4,0.33140000000000003,11.0,16.8,0.6302,8.0,29.8,10.2,6.6,3.6,11.0,20.2
51,2021-02-20,3:30p,2020-2021,REG,Minnesota,,False,Big Ten,4,11.04,W,94,63,16,5,False,7,0,37,66,0.561,7,14,0.5,13,15,0.867,8,35,27,9,2,9,13,22,54,0.407,8,16,0.5,11,15,0.733,5,25,16,2,9,17,15,28.4,57.2,0.49540000000000006,6.8,18.2,0.379,15.2,22.4,0.6839999999999999,9.0,36.2,16.8,7.0,3.2,12.8,78.8,24.0,59.4,0.4044,5.8,18.6,0.35140000000000005,12.6,18.6,0.6768,6.8,28.8,10.0,6.2,4.6,12.8,20.2
52,2021-02-23,7:00p,2020-2021,REG,Michigan State,,False,Big Ten,3,9.8,L,72,81,16,6,False,0,1,24,60,0.4,5,17,0.294,19,34,0.559,16,40,14,4,2,11,19,32,59,0.542,4,8,0.5,13,20,0.65,8,34,18,7,9,8,24,28.8,57.8,0.49820000000000003,6.4,17.8,0.3642,14.2,22.8,0.6458,10.0,37.2,17.6,6.4,3.0,13.0,78.2,26.0,60.4,0.4314,5.8,18.6,0.35140000000000005,10.6,15.8,0.6716,6.6,28.8,11.2,6.4,5.6,11.8,19.4
53,2021-02-25,7:00p,2020-2021,REG,Nebraska,,False,Big Ten,2,6.08,W,86,70,17,6,True,1,0,30,62,0.484,4,23,0.174,22,29,0.759,12,43,13,8,2,14,19,27,61,0.443,5,21,0.238,11,16,0.688,3,25,8,4,2,14,25,29.2,59.6,0.4894,6.2,19.2,0.3364,15.8,24.4,0.6642,10.4,37.0,17.0,6.4,3.2,12.2,80.4,26.4,60.6,0.43660000000000004,6.0,18.0,0.36560000000000004,11.6,16.8,0.7001999999999999,6.8,30.0,11.6,5.2,5.2,12.4,21.2
54,2021-02-27,2:00p,2020-2021,REG,Wisconsin,23.0,True,Big Ten,2,17.22,W,74,69,18,6,False,2,0,25,48,0.521,5,9,0.556,19,27,0.704,5,39,13,5,3,20,18,24,69,0.348,10,31,0.323,11,15,0.733,11,27,10,13,3,7,19,28.6,57.6,0.49700000000000005,5.8,16.8,0.381,16.8,25.4,0.6778000000000001,9.8,37.8,16.6,6.2,2.2,13.8,79.8,26.4,61.4,0.4324,6.6,20.2,0.36019999999999996,10.4,14.8,0.7108000000000001,6.6,28.2,11.2,6.4,4.8,11.6,21.0
55,2021-03-02,7:00p,2020-2021,REG,Michigan,2.0,True,Big Ten,3,22.0,W,76,53,19,6,False,3,0,30,64,0.469,6,13,0.462,10,14,0.714,11,40,9,5,2,12,20,17,49,0.347,2,7,0.286,17,24,0.708,3,24,4,5,4,10,14,29.2,60.0,0.487,5.4,15.2,0.3972,16.6,23.8,0.7205999999999999,10.4,39.4,15.2,6.2,2.2,13.2,80.4,24.4,58.4,0.41739999999999994,5.8,16.6,0.3694,12.6,18.0,0.7024,6.0,27.0,11.2,6.2,5.4,11.2,19.4
56,2021-03-06,4:00p,2020-2021,REG,Ohio State,7.0,True,Big Ten,4,18.25,W,73,68,20,6,False,4,0,27,52,0.519,4,12,0.333,15,24,0.625,10,34,12,4,1,9,14,26,65,0.4,9,29,0.31,7,11,0.636,11,31,10,4,5,9,24,27.2,57.2,0.4786,4.8,14.8,0.3638,17.0,25.6,0.6721999999999999,10.8,39.2,12.2,5.2,2.0,13.2,76.2,25.2,60.6,0.41600000000000004,6.0,19.2,0.33140000000000003,11.8,17.2,0.683,7.2,28.2,10.0,6.6,4.6,9.6,21.2
57,2021-03-12,6:30p,2020-2021,CTOURN,Rutgers,,False,Big Ten,6,14.14,W,90,68,21,6,False,5,0,32,61,0.525,5,17,0.294,21,31,0.677,16,41,16,8,1,14,21,25,54,0.463,2,11,0.182,16,22,0.727,2,18,7,9,5,11,24,28.8,57.4,0.5036,4.8,14.8,0.3638,17.4,25.0,0.6958,10.8,39.4,12.6,6.0,1.8,13.8,79.8,23.8,59.6,0.40020000000000006,5.6,19.8,0.2678,12.4,17.6,0.6984,6.0,25.0,7.8,7.0,3.8,10.2,21.2
58,2021-03-13,3:30p,2020-2021,CTOURN,Iowa,5.0,True,Big Ten,1,21.4,W,82,71,22,6,False,6,0,32,66,0.485,3,15,0.2,15,20,0.75,8,39,22,7,6,8,14,26,64,0.406,8,24,0.333,11,14,0.786,6,34,19,5,3,12,18,29.2,58.2,0.5038,4.6,13.2,0.36900000000000005,16.0,23.2,0.694,10.0,38.6,14.4,5.8,2.6,12.6,79.0,23.6,60.2,0.3928,6.2,20.4,0.2868,12.4,17.2,0.718,6.6,26.8,10.0,7.2,4.0,9.8,19.8
59,2021-03-14,3:30p,2020-2021,CTOURN,Ohio State,9.0,True,Big Ten,1,18.25,W,91,88,23,6,False,7,0,29,64,0.453,9,21,0.429,24,32,0.75,13,40,15,5,2,10,23,29,65,0.446,8,25,0.32,22,30,0.733,8,35,11,7,4,8,26,30.0,61.4,0.4902,5.4,15.6,0.3436,17.0,24.2,0.7032,11.6,38.8,14.8,5.8,2.4,10.6,82.4,24.6,59.4,0.4124,5.8,19.2,0.2862,14.6,20.2,0.7180000000000001,6.0,28.4,10.2,6.0,4.2,10.0,21.2
60,2021-03-19,1:15p,2020-2021,NCAA,Drexel,,False,CAA,5,-0.97,W,78,49,24,6,False,8,0,36,63,0.571,2,6,0.333,4,8,0.5,5,38,19,5,3,5,11,19,62,0.306,7,20,0.35,4,4,1.0,6,29,10,2,3,9,10,31.2,61.2,0.5105999999999999,4.6,14.2,0.31779999999999997,15.8,23.0,0.6603999999999999,10.4,38.4,16.8,5.8,2.6,9.2,82.8,25.0,62.0,0.4042,6.8,21.8,0.29900000000000004,12.0,16.2,0.7764,6.6,29.4,11.4,5.4,4.0,9.8,20.4
61,2021-03-21,12:10p,2020-2021,NCAA,Loyola (IL),17.0,True,MVC,2,15.12,L,58,71,24,7,False,0,1,22,49,0.449,4,14,0.286,10,13,0.769,4,24,14,5,2,17,18,26,51,0.51,4,10,0.4,15,22,0.682,6,28,16,12,4,10,16,30.2,60.6,0.49660000000000004,4.6,14.6,0.30839999999999995,14.8,20.8,0.6891999999999999,9.2,36.4,17.2,6.0,2.8,10.8,79.8,25.0,59.2,0.4262,5.8,18.0,0.317,13.6,18.4,0.7856,5.6,28.8,12.6,7.0,3.8,10.0,18.8
62,2021-11-09,8:00p,2021-2022,REG,Jackson State,,False,SWAC,0,-10.1,W,71,47,1,0,True,1,0,24,55,0.436,9,21,0.429,14,21,0.667,15,43,16,12,4,18,14,19,51,0.373,7,16,0.438,2,5,0.4,5,24,7,11,4,19,22,24.0,55.0,0.436,9.0,21.0,0.429,14.0,21.0,0.667,15.0,43.0,16.0,12.0,4.0,18.0,71.0,19.0,51.0,0.373,7.0,16.0,0.438,2.0,5.0,0.4,5.0,24.0,7.0,11.0,4.0,19.0,22.0
63,2021-11-12,9:00p,2021-2022,REG,Arkansas State,,False,Sun Belt,3,-3.27,W,92,53,2,0,True,2,0,32,70,0.457,5,25,0.2,23,38,0.605,22,54,14,5,5,13,18,18,59,0.305,3,16,0.188,14,16,0.875,6,27,9,4,2,18,29,28.0,62.5,0.4465,7.0,23.0,0.3145,18.5,29.5,0.636,18.5,48.5,15.0,8.5,4.5,15.5,81.5,18.5,55.0,0.33899999999999997,5.0,16.0,0.313,8.0,10.5,0.6375,5.5,25.5,8.0,7.5,3.0,18.5,25.5
64,2021-11-15,7:00p,2021-2022,REG,Marquette,,False,Big East,3,11.36,L,66,67,2,1,False,0,1,25,66,0.379,9,24,0.375,7,11,0.636,18,48,13,7,2,23,24,22,54,0.407,5,17,0.294,18,31,0.581,5,27,9,10,7,14,16,27.0,63.666666666666664,0.424,7.666666666666667,23.333333333333332,0.33466666666666667,14.666666666666666,23.333333333333332,0.636,18.333333333333332,48.333333333333336,14.333333333333334,8.0,3.6666666666666665,18.0,76.33333333333333,19.666666666666668,54.666666666666664,0.36166666666666664,5.0,16.333333333333332,0.30666666666666664,11.333333333333334,17.333333333333332,0.6186666666666666,5.333333333333333,26.0,8.333333333333334,8.333333333333334,4.333333333333333,17.0,22.333333333333332
65,2021-11-22,6:30p,2021-2022,REG,Cincinnati,,False,AAC,7,7.44,L,51,71,2,2,False,0,2,16,57,0.281,3,22,0.136,16,21,0.762,13,33,10,8,3,12,16,24,58,0.414,6,21,0.286,17,20,0.85,12,36,6,8,5,10,19,24.25,62.0,0.38825,6.5,23.0,0.28500000000000003,15.0,22.75,0.6675,17.0,44.5,13.25,8.0,3.5,16.5,70.0,20.75,55.5,0.37474999999999997,5.25,17.5,0.3015,12.75,18.0,0.6765,7.0,28.5,7.75,8.25,4.5,15.25,21.5
66,2021-11-23,7:00p,2021-2022,REG,Kansas State,,False,Big 12,1,10.61,W,72,64,3,2,False,1,0,25,48,0.521,12,26,0.462,10,20,0.5,8,37,20,2,1,18,18,25,65,0.385,6,21,0.286,8,9,0.889,5,25,9,11,1,3,20,24.4,59.2,0.41479999999999995,7.6,23.6,0.3204,14.0,22.2,0.634,15.2,43.0,14.6,6.8,3.0,16.8,70.4,21.6,57.4,0.37679999999999997,5.4,18.2,0.2984,11.8,16.2,0.719,6.6,27.8,8.0,8.8,3.8,12.8,21.2
67,2021-11-26,8:00p,2021-2022,REG,Texas-Rio Grande Valley,,False,WAC,3,-10.18,W,94,85,4,2,True,2,0,33,53,0.623,8,19,0.421,20,24,0.833,6,29,21,4,5,13,17,29,61,0.475,6,20,0.3,21,27,0.778,8,25,9,7,2,8,23,26.2,58.8,0.45220000000000005,7.4,23.2,0.3188,15.2,22.8,0.6672,13.4,40.2,15.6,5.2,3.2,15.8,75.0,23.6,59.4,0.3972,5.2,19.0,0.27080000000000004,15.6,20.6,0.7946,7.2,28.0,8.4,8.0,3.4,10.6,21.4
68,2021-11-29,9:00p,2021-2022,REG,Notre Dame,,False,ACC,3,11.87,W,82,72,5,2,True,3,0,28,53,0.528,11,27,0.407,15,19,0.789,8,31,19,2,2,12,16,28,61,0.459,8,22,0.364,8,12,0.667,8,27,10,5,2,8,19,25.4,55.4,0.4664,8.6,23.6,0.36019999999999996,13.6,19.0,0.704,10.6,35.6,16.6,4.6,2.6,15.6,73.0,25.6,59.8,0.42800000000000005,6.2,20.2,0.30599999999999994,14.4,19.8,0.753,7.6,28.0,8.6,8.2,3.4,8.6,19.4
69,2021-12-03,7:00p,2021-2022,REG,Rutgers,,False,Big Ten,4,8.78,W,86,51,6,2,True,4,0,32,66,0.485,12,33,0.364,10,11,0.909,12,45,19,8,6,10,10,21,68,0.309,7,17,0.412,2,4,0.5,11,27,14,5,2,13,15,26.8,55.4,0.48760000000000003,9.2,25.4,0.358,14.2,19.0,0.7586,9.4,35.0,17.8,4.8,3.4,13.0,77.0,25.4,62.6,0.4084,6.6,20.2,0.3296,11.2,14.4,0.7368,8.8,28.0,9.6,7.2,2.4,8.4,19.2
70,2021-12-06,7:00p,2021-2022,REG,Iowa,,False,Big Ten,3,18.9,W,87,83,7,2,False,5,0,26,59,0.441,11,25,0.44,24,28,0.857,16,47,16,4,0,14,19,31,69,0.449,8,22,0.364,13,19,0.684,9,20,16,9,5,4,21,28.8,55.8,0.5196,10.8,26.0,0.41879999999999995,15.8,20.4,0.7776,10.0,37.8,19.0,4.0,2.8,13.4,84.2,26.8,64.8,0.4154,7.0,20.4,0.3452,10.4,14.2,0.7036,8.2,24.8,11.6,7.4,2.4,7.2,19.6
71,2021-12-11,5:00p,2021-2022,REG,Arizona,11.0,True,Pac-12,5,22.75,L,79,83,7,3,True,0,1,27,68,0.397,16,36,0.444,9,14,0.643,13,36,14,7,4,15,15,32,70,0.457,7,19,0.368,12,18,0.667,14,39,12,10,5,14,17,29.2,59.8,0.4948,11.6,28.0,0.4152,15.6,19.2,0.8062000000000001,11.0,37.6,17.8,5.0,3.4,12.8,85.6,28.2,65.8,0.4298,7.2,20.0,0.3616,11.2,16.0,0.6592,10.0,27.6,12.2,7.2,3.2,9.4,19.0
72,2021-12-18,1:00p,2021-2022,REG,Saint Francis (PA),,False,NEC,7,-14.57,W,106,48,8,3,True,1,0,38,58,0.655,18,34,0.529,12,15,0.8,11,39,21,3,4,9,15,16,61,0.262,6,18,0.333,10,16,0.625,14,22,6,4,0,8,10,30.2,60.8,0.5012000000000001,13.6,31.0,0.4368,14.0,17.4,0.7996000000000001,12.0,39.6,17.8,4.8,3.2,12.0,88.0,25.6,65.8,0.3872,7.2,19.6,0.3682,9.0,13.8,0.6285999999999999,11.2,27.0,11.6,6.6,2.8,9.4,16.4
73,2021-12-22,9:00p,2021-2022,REG,Missouri,,False,SEC,4,2.94,W,88,63,9,3,False,2,0,33,58,0.569,12,25,0.48,10,15,0.667,8,36,20,6,0,14,15,23,63,0.365,6,23,0.261,11,13,0.846,9,27,6,8,6,12,17,31.2,61.8,0.5094,13.8,30.6,0.4514,13.0,16.6,0.7752000000000001,12.0,40.6,18.0,5.6,2.8,12.4,89.2,24.6,66.2,0.36839999999999995,6.8,19.8,0.3476,9.6,14.0,0.6644,11.4,27.0,10.8,7.2,3.6,10.2,16.0
74,2022-01-04,7:00p,2021-2022,REG,Minnesota,,False,Big Ten,13,5.93,W,76,53,10,3,False,3,0,27,59,0.458,6,14,0.429,16,19,0.842,10,47,18,3,6,13,14,22,62,0.355,3,15,0.2,6,13,0.462,4,23,10,11,2,6,16,30.2,60.4,0.504,12.6,26.8,0.46440000000000003,14.2,18.2,0.7618,11.6,41.0,17.8,4.6,2.8,13.0,87.2,24.8,65.0,0.3776,6.0,19.4,0.3052,10.4,15.8,0.6568,10.0,26.2,10.0,8.4,3.6,8.8,16.2
75,2022-01-06,7:00p,2021-2022,REG,Maryland,,False,Big Ten,2,9.34,W,76,64,11,3,True,4,0,28,68,0.412,8,30,0.267,12,18,0.667,17,41,9,4,2,6,13,23,50,0.46,6,16,0.375,12,20,0.6,4,26,9,5,2,7,15,30.6,62.2,0.4981999999999999,12.0,27.8,0.4298,11.8,16.2,0.7238,11.8,39.8,16.4,4.6,3.2,11.4,85.0,23.2,61.2,0.3798,5.6,18.2,0.3074,10.2,16.0,0.64,9.0,27.4,8.6,7.6,3.0,9.4,15.0
76,2022-01-11,8:30p,2021-2022,REG,Nebraska,,False,Big Ten,5,3.0,W,81,71,12,3,False,5,0,31,66,0.47,7,19,0.368,12,19,0.632,14,38,13,6,8,9,15,27,59,0.458,6,12,0.5,11,14,0.786,6,31,13,4,2,11,15,31.4,61.8,0.5128,10.2,24.4,0.41459999999999997,12.4,17.2,0.7216,12.0,40.2,16.2,4.4,4.0,10.2,85.4,22.2,59.0,0.38,5.4,16.8,0.3338,10.0,15.2,0.6638,7.4,25.8,8.8,6.4,2.4,8.8,14.6
77,2022-01-14,9:00p,2021-2022,REG,Michigan,,False,Big Ten,3,14.26,W,68,53,13,3,True,6,0,22,47,0.468,6,20,0.3,18,21,0.857,9,30,11,2,2,13,14,22,60,0.367,1,10,0.1,8,14,0.571,15,30,5,7,1,11,20,28.2,59.6,0.47539999999999993,7.8,21.6,0.36879999999999996,13.6,18.4,0.733,11.6,38.4,14.2,4.2,3.6,11.0,77.8,23.4,58.8,0.40099999999999997,4.4,15.2,0.2872,9.6,14.8,0.653,7.6,27.4,8.6,7.0,2.6,9.4,16.6
78,2022-01-17,12:00p,2021-2022,REG,Purdue,4.0,True,Big Ten,3,19.15,L,88,96,13,4,True,0,1,32,77,0.416,12,33,0.364,12,15,0.8,5,35,15,5,2,6,23,31,68,0.456,8,18,0.444,26,32,0.813,9,42,13,3,3,12,15,28.0,63.4,0.44480000000000003,7.8,23.2,0.3456,14.0,18.4,0.7596,11.0,38.2,13.2,4.0,4.0,9.4,77.8,25.0,59.8,0.4192,4.8,14.2,0.3238,12.6,18.6,0.6464000000000001,7.6,30.4,10.0,6.0,2.0,9.4,16.2
79,2022-01-21,7:00p,2021-2022,REG,Maryland,,False,Big Ten,4,9.34,L,65,81,13,5,False,0,2,23,59,0.39,11,35,0.314,8,10,0.8,10,28,16,7,2,12,18,28,53,0.528,4,11,0.364,21,25,0.84,7,29,9,9,2,10,10,27.2,63.4,0.4312,8.8,27.4,0.3226,12.4,16.6,0.7512000000000001,11.0,34.4,12.8,4.8,3.2,9.2,75.6,26.2,58.0,0.45380000000000004,5.0,13.4,0.3566,15.6,21.0,0.722,8.2,31.6,9.8,5.6,2.0,10.2,15.0
80,2022-01-25,7:00p,2021-2022,REG,Michigan State,10.0,True,Big Ten,4,13.18,W,56,55,14,5,True,1,0,22,53,0.415,9,29,0.31,3,7,0.429,4,25,14,2,2,6,17,19,55,0.345,3,14,0.214,14,17,0.824,11,38,9,5,6,10,15,26.0,60.4,0.4318000000000001,9.0,27.2,0.33120000000000005,10.6,14.4,0.7036,8.4,31.2,13.8,4.4,3.2,9.2,71.6,25.4,59.0,0.43079999999999996,4.4,13.0,0.3244,16.0,20.4,0.7667999999999999,9.6,34.0,9.8,5.6,2.8,10.8,15.0
81,2022-01-29,4:30p,2021-2022,REG,Northwestern,,False,Big Ten,4,8.91,W,59,56,15,5,False,2,0,22,51,0.431,5,18,0.278,10,15,0.667,5,34,14,4,4,13,15,20,56,0.357,6,18,0.333,10,12,0.833,5,26,7,6,2,8,20,24.2,57.4,0.42400000000000004,8.6,27.0,0.3132,10.2,13.6,0.7106,6.6,30.4,14.0,4.0,2.4,10.0,67.2,24.0,58.4,0.41059999999999997,4.4,14.2,0.29100000000000004,15.8,20.0,0.7762,9.4,33.0,8.6,6.0,2.8,10.2,16.0
82,2022-02-02,9:00p,2021-2022,REG,Wisconsin,11.0,True,Big Ten,4,13.13,W,80,67,16,5,True,3,0,32,62,0.516,7,22,0.318,9,18,0.5,7,35,21,5,2,6,14,26,68,0.382,3,24,0.125,12,15,0.8,12,38,8,3,0,6,19,26.2,60.4,0.43360000000000004,8.8,27.4,0.3168,8.4,13.0,0.6392,6.2,31.4,16.0,4.6,2.4,8.6,69.6,24.8,60.0,0.4136,4.8,17.0,0.296,16.6,20.2,0.8219999999999998,8.8,34.6,9.2,5.2,2.6,9.2,15.8
83,2022-02-05,12:00p,2021-2022,REG,Indiana,,False,Big Ten,3,12.71,W,74,57,17,5,False,4,0,23,48,0.479,10,23,0.435,18,26,0.692,3,29,13,5,5,8,17,20,56,0.357,3,13,0.231,14,18,0.778,8,28,11,4,3,10,20,24.4,54.6,0.4462,8.4,25.4,0.331,9.6,15.2,0.6176,5.8,30.2,15.6,4.6,3.0,9.0,66.8,22.6,57.6,0.3938,3.8,16.0,0.2534,14.2,17.4,0.8150000000000001,8.6,31.8,8.8,5.4,2.6,8.8,16.8
84,2022-02-08,9:00p,2021-2022,REG,Purdue,3.0,True,Big Ten,3,19.15,L,68,84,17,6,False,0,1,24,58,0.414,8,26,0.308,12,15,0.8,7,26,13,4,2,9,20,31,61,0.508,9,22,0.409,13,18,0.722,8,30,16,5,5,9,16,24.6,54.4,0.45099999999999996,7.8,23.6,0.3298,10.4,16.2,0.6176,5.2,29.8,15.0,4.0,3.0,8.4,67.4,23.2,59.2,0.3898,4.8,18.2,0.2624,12.6,16.0,0.7914,8.8,32.0,10.2,4.6,3.2,8.6,18.0
85,2022-02-13,2:00p,2021-2022,REG,Northwestern,,False,Big Ten,5,8.91,W,73,66,18,6,True,1,0,25,58,0.431,10,29,0.345,13,19,0.684,8,43,15,7,3,19,14,24,62,0.387,7,24,0.292,11,18,0.611,3,27,10,12,2,13,22,25.2,55.4,0.4542,8.0,23.6,0.3368,12.4,18.6,0.6686,6.0,33.4,15.2,5.0,3.2,11.0,70.8,24.2,60.6,0.3982,5.6,20.2,0.278,12.0,16.2,0.7487999999999999,7.2,29.8,10.4,6.0,2.4,9.2,19.4
86,2022-02-16,7:00p,2021-2022,REG,Rutgers,,False,Big Ten,3,8.78,L,59,70,18,7,False,0,1,22,58,0.379,6,23,0.261,9,16,0.563,7,26,15,8,3,9,16,28,59,0.475,5,15,0.333,9,14,0.643,13,42,14,9,2,13,16,25.2,56.8,0.4438,8.2,24.6,0.33340000000000003,12.2,18.8,0.6478,6.4,31.8,15.4,5.8,3.0,10.2,70.8,25.8,61.2,0.4218,5.4,19.6,0.27799999999999997,11.8,16.6,0.7108,8.8,33.0,11.8,6.6,2.4,10.2,18.6
87,2022-02-19,12:00p,2021-2022,REG,Michigan State,19.0,True,Big Ten,3,13.18,W,79,74,19,7,False,1,0,27,60,0.45,8,27,0.296,17,23,0.739,11,33,17,6,1,8,17,29,62,0.468,8,21,0.381,8,12,0.667,9,32,18,5,4,11,20,24.2,56.4,0.4306,8.4,25.6,0.329,13.8,19.8,0.6956,7.2,31.4,14.6,6.0,2.8,10.6,70.6,26.4,60.0,0.43899999999999995,6.4,19.0,0.32920000000000005,11.0,16.0,0.6842,8.2,31.8,13.8,7.0,3.2,11.2,18.8
88,2022-02-24,9:00p,2021-2022,REG,Ohio State,22.0,True,Big Ten,5,14.17,L,83,86,19,8,True,0,1,30,63,0.476,12,25,0.48,11,17,0.647,7,24,15,7,0,9,22,27,52,0.519,6,12,0.5,26,32,0.813,4,27,7,3,5,11,18,25.6,59.4,0.43,8.8,26.0,0.33799999999999997,12.4,18.0,0.6866,8.0,30.4,15.0,6.4,1.8,10.8,72.4,27.8,59.2,0.47140000000000004,7.0,18.8,0.383,13.4,18.8,0.6912,7.4,31.6,13.0,6.8,3.6,11.4,18.4
89,2022-02-27,2:00p,2021-2022,REG,Michigan,,False,Big Ten,3,14.26,W,93,85,20,8,False,1,0,34,60,0.567,10,17,0.588,15,25,0.6,7,26,13,4,0,9,20,29,57,0.509,5,15,0.333,22,25,0.88,6,25,12,6,2,11,19,27.6,59.8,0.4606,9.2,24.2,0.39399999999999996,13.0,20.0,0.6466000000000001,8.0,30.4,15.0,6.4,1.4,10.8,77.4,27.4,58.4,0.4716,6.2,17.4,0.3678,15.2,20.2,0.7228,7.0,30.6,12.2,7.0,3.0,11.8,19.0
90,2022-03-03,7:00p,2021-2022,REG,Penn State,,False,Big Ten,4,8.72,W,60,55,21,8,True,2,0,18,50,0.36,9,28,0.321,15,17,0.882,9,28,11,6,3,8,9,23,55,0.418,8,25,0.32,1,3,0.333,4,27,8,4,0,9,17,26.2,58.2,0.44639999999999996,9.0,24.0,0.3892,13.4,19.6,0.6862,8.2,27.4,14.2,6.2,1.4,8.6,74.8,27.2,57.0,0.47780000000000006,6.4,17.6,0.3734,13.2,17.2,0.6672,7.2,30.6,11.8,5.4,2.6,11.0,18.0
91,2022-03-06,7:30p,2021-2022,REG,Iowa,24.0,True,Big Ten,3,18.9,W,74,72,22,8,True,3,0,26,62,0.419,8,22,0.364,14,18,0.778,10,38,16,2,5,11,19,27,62,0.435,8,21,0.381,10,22,0.455,10,34,13,5,4,10,19,27.0,59.0,0.45439999999999997,9.4,23.8,0.4098,14.4,20.0,0.7292,8.8,29.8,14.4,5.0,1.8,9.0,77.8,27.0,57.6,0.46980000000000005,7.0,18.8,0.383,13.4,18.8,0.6296,6.6,29.0,11.6,4.6,3.0,10.4,18.6
